UnitCode,UnitName,Faculty
ATS2579,Witches and depravity in the medieval and early modern world,arts
ATS2584,Australia's black history,arts
ATS2586,"Islam: Principles, civilisations, influences",arts
ATS2588,"Australian stories: People, place and histories",arts
ATS2590,Twentieth-century Britain: Rule Britannia to cool Britannia,arts
ATS2595,The rise and fall of Nazi Germany,arts
ATS2596,The Vietnam War,arts
ATS2597,Qualitative social research,arts
ATS2600,The Holocaust,arts
ATS2602,Renaissance Italy,arts
ATS2603,The age of crusades: Cultures and societies,arts
ATS2610,Ancient religions,arts
ATS2612,The Renaissance in Florence,arts
ATS2617,The American civil war,arts
ATS2619,Cultural diversity in contemporary Europe,arts
ATS2620,The age of the Samurai,arts
ATS2624,Global governance,arts
ATS2625,"Mobile worlds: Borders, displacement and belonging",arts
ATS2628,Power and poverty: International development in a globalised world,arts
ATS2629,Religion and spirituality in a globalising world,arts
ATS2633,"Global cities: Past, present and future",arts
ATS2637,Global bioethics,arts
ATS2640,The ethics of global conflict,arts
ATS2647,"Journalism: War, crime and trauma",arts
ATS2648,Contemporary Japan,arts
ATS2653,Studies in Japanese interaction and language use,arts
ATS2656,e-journalism,arts
ATS2658,Journalism ethics,arts
ATS2665,Language endangerment,arts
ATS2667,Language across time,arts
ATS2668,"Descriptive syntax: Grammatical structure, typology and universals",arts
ATS2669,Phonetics and phonology,arts
ATS2671,Managing intercultural communication,arts
ATS2672,Computational linguistics: An introduction,arts
ATS2673,History and sociolinguistics of English,arts
ATS2674,Semantics and pragmatics: The study of meaning in human languages,arts
ATS2676,Sociolinguistics,arts
ATS2678,Language and identity,arts
ATS2679,Psycholinguistics and child language acquisition,arts
ATS2680,"Literacies and communication: Education, media and cyberspace",arts
ATS2681,Structure of English,arts
ATS2682,Second language acquisition and attrition,arts
ATS2683,"The analysis of discourse: Texts, narrative and society",arts
ATS2687,The ethnomusicology of improvisation,arts
ATS2691,"Politics, violence and memory",arts
ATS2693,Politics and the media,arts
ATS2698,Middle East politics,arts
ATS2699,Parties and power,arts
ATS2706,Foreign policy analysis,arts
ATS2716,Cultural diversity and identity,arts
ATS2718,"Families, relationships and society",arts
ATS2720,"Youth, culture and social change",arts
ATS2723,Social research methods,arts
ATS2727,"Men, masculinity and society",arts
ATS2731,"Regional and rural societies: People, place and nature",arts
ATS2732,"Writing the world, the other and the self",arts
ATS2733,Work and technology,arts
ATS2734,Sociology of deviance,arts
ATS2736,Environmental sociology,arts
ATS2737,Social justice,arts
ATS2739,Sex and gender in society,arts
ATS2743,Build your career: Planning and strategies for employability,arts
ATS2748,Ancient Greek A/2,arts
ATS2750,Ancient Greek B/2,arts
ATS2769,English as an international language,arts
ATS2770,English as an international language: Language and globalisation,arts
ATS2772,English language and text,arts
ATS2773,Literature and history,arts
ATS2778,Public spaces and city life,arts
ATS2782,Alternative and mainstream communities,arts
ATS2784,News and power,arts
ATS2787,Digital storytelling,arts
ATS2788,Audio storytelling,arts
ATS2790,Feature writing,arts
ATS2791,Editing and design,arts
ATS2795,"Yiddish language, culture and literature 2A",arts
ATS2796,"Yiddish language, culture and literature 2B",arts
ATS2799,Audio culture: From Cage to Gaga,arts
ATS2800,Music ensemble 3,arts
ATS2801,Music ensemble 4,arts
ATS2804,From the erotic to the exotic: Music in the nineteenth century,arts
ATS2805,"Music, identity and place",arts
ATS2811,Making performance 1,arts
ATS2814,"Engagement, publicity and promotion",arts
ATS2815,Crisis and risk communication,arts
ATS2820,Abnormal psychology & behavioural disorders,arts
ATS2821,Social psychology,arts
ATS2822,Advanced counselling and case management,arts
ATS2823,Community development,arts
ATS2825,Social issues and personal values,arts
ATS2831,Research in the social sciences,arts
ATS2837,Plato and Platonism,arts
ATS2839,Ethics,arts
ATS2840,Philosophy of mind,arts
ATS2860,After the death of God: Continental philosophy of religion from Nietzsche to today,arts
ATS2861,"God, freedom and evil",arts
ATS2863,Foundations of modern philosophy: Descartes and the thinking self,arts
ATS2865,"Language, truth and power",arts
ATS2866,Symbolic logic,arts
ATS2867,Thinking about science,arts
ATS2868,Issues in political theory,arts
ATS2871,Environmental ethics,arts
ATS2872,Topics in Indian philosophy,arts
ATS2875,The moral psychology of evil,arts
ATS2890,Script development 1,arts
ATS2894,Accommodating minorities in Australia?,arts
ATS2895,"Gender, race and journalism",arts
ATS2896,Photojournalism,arts
ATS2898,The Italian city: Historical and literary perspectives,arts
ATS2900,Writing about music: Headlines and hashtags,arts
ATS2901,Music theory and ear training 3,arts
ATS2902,Music theory and ear training 4,arts
ATS2907,Islamic responses to the post-colonial age,arts
ATS2909,Gangsters: A global story,arts
ATS2910,Professional and academic presentation skills,arts
ATS2912,Performance studies 1 - Concepts,arts
ATS2913,Playtext study 1 - Traditions,arts
ATS2914,The dark hero,arts
ATS2915,The roots of fantasy,arts
ATS2916,Theories of theatre 1,arts
ATS2918,Social media and online public relations,arts
ATS2924,Ancient Egyptian language: The basics,arts
ATS2925,Ancient Egyptian language: Intermediary stage,arts
ATS2929,Sociology of race and ethnic relations,arts
ATS2932,"Struggles for justice: The history of rebellion, resistance and revolt",arts
ATS2934,Global indigeneity: Performance and spectacle from the eighteenth to the twenty-first century,arts
ATS2937,Contemporary issues in European criminal justice,arts
ATS2941,"Asia's underside: Violence, crime and protest",arts
ATS2946,Critical thinking: How to analyse arguments and improve your reasoning skills,arts
ATS2957,Medieval Italy: Sites of encounter,arts
ATS2961,Political ideas,arts
ATS2962,Now showing: Contemporary approaches to film and television,arts
ATS2971,"Fields of play: Entertainment, politics and popular cultures",arts
ATS2983,Screen project: From film theory to digital video practice,arts
ATS3002,Documentary,arts
ATS3004,"Crime, risk and security",arts
ATS3005,Chinese proficient 1,arts
ATS3006,Chinese proficient 2,arts
ATS3007,Chinese studies advanced 1,arts
ATS3008,Chinese studies advanced 2,arts
ATS3009,Chinese studies advanced 3: Readings in modern literature,arts
ATS3010,Chinese studies advanced 4: Readings in modern literature,arts
ATS3011,Chinese studies advanced 5: Contemporary literature,arts
ATS3012,Chinese studies advanced 6: Contemporary literature,arts
ATS3013,Chinese Business Translation 1,arts
ATS3014,Chinese Business Translation 2,arts
ATS3020,"Colonialism in comparison: Australia, New Zealand and the Pacific",arts
ATS3021,Chamber Music 1,arts
ATS3022,Chamber Music 2,arts
ATS3037,Chinese online media: Contemporary issues and perspectives,arts
ATS3038,Chinese online media: Current issues and perspectives,arts
ATS3040,Cultures of remembrance,arts
ATS3041,Chinese media analysis 1,arts
ATS3042,Chinese media analysis 2,arts
ATS3045,From translation to interpreting in Chinese 1,arts
ATS3046,From translation to interpreting in Chinese 2,arts
ATS3058,New writing in Italy,arts
ATS3059,Applied media and social sciences internship,arts
ATS3060,Uni-Capitol Washington internship programme,arts
ATS3061,Music in Australia,arts
ATS3062,Digital production,arts
ATS3064,Cultural intelligence: Building competencies for global leadership,arts
ATS3065,French proficient 1,arts
ATS3066,French proficient 2,arts
ATS3067,French studies advanced 1,arts
ATS3068,French studies advanced 2,arts
ATS3069,French studies advanced 3,arts
ATS3070,French studies advanced 4,arts
ATS3071,France on film,arts
ATS3076,Contemporary French fiction: Rewriting identity,arts
ATS3077,"Whatever happened to truth?: French Literature, thought and visual culture",arts
ATS3078,From the fall of Rome to the millennium: The world of the early Middle Ages,arts
ATS3079,The fall and rise of modern China: From opium war to opening up,arts
ATS3080,Remembering the past,arts
ATS3083,Translating across cultures,arts
ATS3089,Social institutions and power in Asia,arts
ATS3091,Digital literatures,arts
ATS3092,Reading and researching history,arts
ATS3093,"Specialist topic in media, film and journalism",arts
ATS3094,The music business: How to be successful in the music industry,arts
ATS3095,German proficient 1,arts
ATS3096,German proficient 2,arts
ATS3097,German advanced 1,arts
ATS3098,German advanced 2,arts
ATS3099,German advanced 3,arts
ATS3100,German advanced 4,arts
ATS3102,German dialects and dialectology,arts
ATS3104,German literature in the age of Goethe,arts
ATS3105,On the brink of modernity (Germany and Europe 1890-1920),arts
ATS3108,Introduction to the study of media culture from a German studies perspective,arts
ATS3111,Leadership for social change 3,arts
ATS3113,Reporting the arts circuit,arts
ATS3114,The camera at war: Combat photography and the visual language of conflict,arts
ATS3115,Indonesian 5: Indonesian political culture,arts
ATS3116,Indonesian 6: Indonesian writing,arts
ATS3117,Journalism through cultural interaction: Indonesia and its neighbours,arts
ATS3118,Soft power and Indonesia's performing arts,arts
ATS3124,Everyday life in the Soviet Union,arts
ATS3129,Arts internship,arts
ATS3130,Arts international internship,arts
ATS3135,"War and memory: Resistance, massacre and representation in second world war Italy",arts
ATS3136,Performance 5,arts
ATS3137,Performance 6,arts
ATS3139,Extended major research unit,arts
ATS3140,Composition 5,arts
ATS3141,Composition 6,arts
ATS3142,Creative music technology 5,arts
ATS3143,Creative music technology 6,arts
ATS3144,Music research in the digital age,arts
ATS3145,Japanese proficient 1,arts
ATS3146,Japanese proficient 2,arts
ATS3147,Japanese studies advanced 1,arts
ATS3148,Japanese studies advanced 2,arts
ATS3151,Japanese studies advanced: Current issues,arts
ATS3152,Japanese studies advanced: Literature and film,arts
ATS3153,Music research project,arts
ATS3157,Sources of religious violence: Texts and contexts,arts
ATS3164,Italian transformations: Reading and writing self-discovery,arts
ATS3170,Arts international experience,arts
ATS3175,Korean proficient 1,arts
ATS3176,Korean proficient 2,arts
ATS3177,Korean translation,arts
ATS3194,Sacred cities: Between co-existence and persecution,arts
ATS3195,Spanish proficient 1,arts
ATS3196,Spanish proficient 2,arts
ATS3197,Spanish studies advanced 1,arts
ATS3198,Spanish studies advanced 2,arts
ATS3207,Film and society in Spain and Latin America,arts
ATS3208,In the footsteps of refugees,arts
ATS3210,Study tour: Crime and criminal justice in Asia,arts
ATS3214,Italy on film (In country),arts
ATS3215,Global creative cities,arts
ATS3217,Ukrainian proficient 1,arts
ATS3218,Ukrainian proficient 2,arts
ATS3219,Ukrainian studies advanced 1,arts
ATS3220,Ukrainian studies advanced 2,arts
ATS3221,"Music, media, culture",arts
ATS3225,Italian proficient 1,arts
ATS3226,Italian proficient 2,arts
ATS3227,Italian studies advanced 1,arts
ATS3228,Italian studies advanced 2,arts
ATS3237,Italy on film,arts
ATS3240,The fiction of Italy,arts
ATS3241,Italian theatre from Goldoni to Fo,arts
ATS3244,Dante,arts
ATS3247,Italian proficient 2 (in country),arts
ATS3248,Field methods in anthropology and international development,arts
ATS3251,Cuba study tour,arts
ATS3265,Broadcast studio journalism,arts
ATS3266,Washington and the world: Washington D.C study tour,arts
ATS3275,The European Union from consensus to crisis,arts
ATS3277,Making sense of archaeological sites through their cultural objects,arts
ATS3278,Advanced writing and interviewing,arts
ATS3284,Final journey: Remembering the Holocaust,arts
ATS3287,War and peace: Models of conflict resolution,arts
ATS3288,Renaissance Rome: The papacy and the world,arts
ATS3290,Global leadership and advanced research program,arts
ATS3295,Screening contemporary Europe,arts
ATS3296,Musical theatre 1: History and form,arts
ATS3297,Musical theatre 2: Skills and performance,arts
ATS3302,Global connections: Understanding cultural literacy,arts
ATS3304,Forms of identity,arts
ATS3305,Digital humanities: Expanding research paradigms,arts
ATS3310,Writing in Australia,arts
ATS3311,Text and community in Medieval and Renaissance Italy,arts
ATS3312,Foreign bodies: Reading world crime fiction,arts
ATS3314,Seeking justice: South Africa and Rwanda,arts
ATS3315,Journalism and global change in Europe,arts
ATS3319,Cultural diversity in contemporary Europe,arts
